Group,Clade,Class,Order,Taxa,Taxonomic_rank,Era,Early_Period,Early_Epoch,Early_Stage,Late_Period,Late_Epoch,Late_Stage,Age_ref,Max_size_m,Size_type,Size_ref,Distribution,Guild,Vertical,Habitat,Ecology_notes,Ecology_ref,Extinction,Extinction_ref,Notes,Enterer,Age_check
Bird,Sphenisciformes,Aves ,Sphenisciformes,Delphinornis larseni,species,Cenozoic,Paleogene,Eocene,Ypresian,Paleogene,Eocene,Priabonian,"J. D. Stilwell and W. J. Zinsmeister. 1992. Molluscan Systematics and Biostratigraphy. Antarctic Research Series, AGU 55, M. S. Bargo and M. A. Reguero. 1998. Annotated catalogue of the fossil vertebrates from Antarctica housed in the Museo de la Plata, Argentina. I. Birds and Land Mammals from La Meseta Formation (Eocene - Early Oligocene). Associacion Paleontologica Argentina, Publicacion Especial 5:211-221",1.20,BL,Jadwiszczak 2001,Antarctica,Macropredator,Pelagic,Coastal,carnivore / Penguin,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-422",,,,TB,
Reptile,Squamata,Reptilia,Squamata,Ectenosaurus,genus,Mesozoic,Cretaceous,Upper Cretaceous,Coniacian,Cretaceous,Upper Cretaceous,Santonian,"M. J. Everhart. 2004. Late Cretaceous interaction between predators and prey. Evidence of feeding by two species of shark on a mosasaur. PalArch 1(1):1-7; G. L. Bell Jr., K. R. Barnes, and M. J. Polcyn. 2013. Late Cretaceous mosasauroids (Reptilia, Squamata) of the Big bend region in Texas, USA. Earth and Environmental Science Transactions of the Royal Society of Edinburgh 103:1-11",5.50,TL,Polcyn et al. 2014,Kansa USA; Texas USA,Macropredator,Pelagic,Coastal,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Plesiosauria,Reptilia,Plesiosauria,Elasmosaurus platyurus,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,"E. D. Cope. 1868. On a new large enaliosaur. The American Journal of Science, series 2 46(137):263-264",13.00,TL,Sachs et al. 2013,Kansas USA,Macropredator,Benthopelagic,Coastal/Oceanic,No clear consens. both should have been possible,W. Kiessling. 2004. Ecology opinions.,,,"Estimated from entire skeleton: 1.029m; predator–prey relationship between the large lamniform sharks (Cretoxyrhina mantelli) and elasmosaurids. Predation on live plesiosaurs and the scavenging of carcasses can be reasonably assumed from the observed behaviour of the similar sized, modern Great White shark (Carcharodon carcharias) (Everhart 2005)",NS,
Reptile,Squamata,Reptilia,Squamata,Eonatator coellensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Coniacian,Cretaceous,Upper Cretaceous,Campanian,"Páramo, María. (2013). Eonatator coellensis nov. sp. (Squamata: Mosasauridae), nueva especie del cretácico superior de Colombia. Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales. 37. 499-518. 10.18257/raccefyn.31. ",2.80,TL,Polcyn et al. 2014,Colombia,Macropredator,Pelagic,Coastal,,,,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",TB,
Reptile,Squamata,Reptilia,Squamata,Eonatator sternbergi,species,Mesozoic,Cretaceous,Upper Cretaceous,Coniacian,Cretaceous,Upper Cretaceous,Campanian,Polcyn et al. 2014,2.60,TL,Polcyn et al. 2014,Alabama USA; Sweden,Macropredator,Pelagic,Coastal,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,TB,
Reptile,Squamata,Reptilia,Squamata,Globidens alabamensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Santonian,Cretaceous,Upper Cretaceous,Campanian,R. Zangerl. 1953. The vertebrate fauna of the Selma Formation of Alabama. Part IV. The turtles of the family Toxochelyidae. Fieldiana: Geology Memoirs 3(4):145-277; C. W. Gilmore. 1912. A new mosasauroid reptile from the Cretaceous of Alabama. Proceedings of the United States National Museum 41(1870):479-484,4.50,TL,Polcyn et al. 2014,Alabama USA; South Dakota USA; Delaware USA,Macropredator,Benthic,Coastal,carnivore durophagous /  Vertical and Habitat based on the Genus Globidens,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Globidens dakotensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,Polcyn et al. 2014,5.00,TL,Polcyn et al. 2014,South Dakota USA; Belgium,Macropredator,Benthic,Coastal,carnivore durophagous /  Vertical and Habitat based on the Genus Globidens,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Globidens phosphaticus,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,"N. Bardet, H. Cappetta, X. Pereda Suberbiola, M. Mouty, A. K. Al Maleh, A. M. Ahmed, O. Khrata and N. Gannoum. 2000. The marine vertebrate faunas from the Late Cretaceous phosphates of Syria. Geological Magazine 137(3):269-290; H. Cappetta, N. Bardet, X. Pereda Suberbiola, S. Adnet, D. Akkrim, M. Amalik, and A. Benabdallah. 2014. Marine vertebrate faunas from the Maastrichtian phosphates of Benguérir (Ganntour Basin, Morocco): Biostratigraphy, palaeobiogeography and palaeoecology. Palaeogeography, Palaeoclimatology, Palaeoecology 409:217-238",6.00,TL,Polcyn et al. 2014,Syria; Al Bahr Al Ahmar Egypt; Namibe Angola; Morocco,Macropredator,Benthic,Coastal,carnivore durophagous /  Vertical and Habitat based on the Genus Globidens,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Globidens schurmanni,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,"J. E. Martin. 2007. A new species of the durophagous mosasaur Globidens (Squamata: Mosasauridae) from the Late Cretaceous Pierre Shale Group of central South Dakota, USA. Geological Society of America Special Paper 427:177-198",6.00,TL,Polcyn et al. 2014,South Dakota USA,Macropredator,Benthic,Coastal,carnivore durophagous /  Vertical and Habitat based on the Genus Globidens,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Gnathomortis stadtmani,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,M. S. Kass. 1999. Prognathodon stadtmani: (Mosasauridae) a new species from the Mancos Shale (Lower Campanian) of western Colorado. Utah Geological Survey Miscellaneous Publication 99-1:275-294,10.00,TL,Polcyn et al. 2014,Colorado USA,Macropredator,Pelagic,Oceanic,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Goronyosaurus nigeriensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,"A. Azzaroli, C. De Giuli, G. Ficcarelli and D. Torre. 1972. An aberrant mosasaur from the Upper Cretaceous of north-western Nigeria. Rendiconti della classe di fisiche, mathematiche e naturali 52:398-402",5.50,TL,Polcyn et al. 2014,Sokoto Nigeria,Macropredator,Pelagic,Coastal,carnivore / Vertical and Habitat based on Family Mosasauridae,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Haasiasaurus gittelmani,species,Mesozoic,Cretaceous,Upper Cretaceous,Cenomanian,Cretaceous,Upper Cretaceous,Cenomanian,G. Haas. 1978. A new turtle of the genus Podocnemis from the lower Cenomanian of 'Ein Yabrud. Israel Journal of Zoology 27:169-175,1.00,TL,Polcyn et al. 2014,Palestina,Macropredator,Pelagic,Coastal,carnivore / Vertical and Habitat based on Family Mosasauridae,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull and portions of the vertebral column were compared with other specimens of similar sizebelonging to the same subfamily or clade and measurements were approximated.",NS,
Reptile,Squamata,Reptilia,Squamata,Halisaurus arambourgi,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,"N. Bardet, X. Pereda Suberbiola, M. Iarochène, M. Amalik, and B. Bouya. 2005. Durophagous Mosasauridae (Squamata) from the Upper Cretaceous phosphates of Morocco, with description of a new species of Globidens. Netherlands Journal of Geosciences — Geologie en Mijnbouw 84(3):167-175; H. Cappetta, N. Bardet, X. Pereda Suberbiola, S. Adnet, D. Akkrim, M. Amalik, and A. Benabdallah. 2014. Marine vertebrate faunas from the Maastrichtian phosphates of Benguérir (Ganntour Basin, Morocco): Biostratigraphy, palaeobiogeography and palaeoecology. Palaeogeography, Palaeoclimatology, Palaeoecology 409:217-238",3.00,TL,Polcyn et al. 2014,Morocco,Macropredator,Pelagic,,carnivore / Vertical based on Genus Halisaurus,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Squamata,Reptilia,Squamata,Halisaurus platyspondylus,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,"E. M. Lauginiger and E. F. Hartstein. 1983. A guide to fossil sharks, skates, and rays from the Chesapeake and Delaware Canal area, Delaware. Open File Report - Delaware Geological Survey 21:1-63; J. Leidy. 1856. Notices of remains of extinct vertebrated animals of New Jersey, collected by Prof. Cook of the State Geological Survey under the direction of Dr. W. Kitchell. Proceedings of the Academy of Natural Sciences of Philadelphia 8:220-221",4.00,TL,Polcyn et al. 2014,Delaware USA; New Jersey USA; Maryland USA,Macropredator,Pelagic,,carnivore / Vertical based on Genus Halisaurus,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull and portions of the vertebral column were compared with other specimens of similar sizebelonging to the same subfamily or clade and measurements were approximated.",NS,
Reptile,Squamata,Reptilia,Squamata,Halisaurus angola,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,Polcyn et al. 2014,3.00,TL,Polcyn et al. 2014,,Macropredator,Pelagic,,Guild and Vertical based on Genus Halisaurus,"BARDET, N., PEREDA SUBERBIOLA, X., IAROCHENE, M., BOUYA, B. and AMAGHZAZ, M. (2005), A new species of Halisaurus from the Late Cretaceous phosphates of Morocco, and the phylogenetical relationships of the Halisaurinae (Squamata: Mosasauridae). Zoological Journal of the Linnean Society, 143: 447-472. https://doi.org/10.1111/j.1096-3642.2005.00152.x",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Halisaurus california,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,Polcyn et al. 2014,3.00,TL,Polcyn et al. 2014,,Macropredator,Pelagic,,Guild and Vertical based on Genus Halisaurus,"BARDET, N., PEREDA SUBERBIOLA, X., IAROCHENE, M., BOUYA, B. and AMAGHZAZ, M. (2005), A new species of Halisaurus from the Late Cretaceous phosphates of Morocco, and the phylogenetical relationships of the Halisaurinae (Squamata: Mosasauridae). Zoological Journal of the Linnean Society, 143: 447-472. https://doi.org/10.1111/j.1096-3642.2005.00152.x",,,portions of the vertebral column were compared with other specimens of similar sizebelonging to the same subfamily or clade and measurements were approximated.,NS,
Reptile,Placodontia,Reptilia,Placodontia,Helveticosaurus zollingeri,species,Mesozoic,Triassic,Middle Triassic,Anisian,Triassic,Middle Triassic,Ladinian,"O. Rieppel. 1998. The status of the sauropterygian reptile genera Ceresiosaurus, Lariosaurus, and Silvestrosaurus from the Middle Triassic of Europe. Fieldiana: Geology, new series 38:1-46",3.60,TL,"Rieppel, 2019, Mesozoic Sea Dragons, Indiana University Press, Helveticosaurus, Eusaurosphargis and the Placodonts, p.104-109",Cava Tre Fontane Switzerland,,,,,,,,Specimen found with 2.5m and estimated total length,NS,
Bird,Sphenisciformes,Aves ,Sphenisciformes,Icadyptes salasi,species,Cenozoic,Paleogene,Eocene,Priabonian,Paleogene,Eocene,Priabonian,"J. A. Clarke, D. T. Ksepka, M. Stucchi, M. Urbina, N. Giannini, S. Bertelli, Y. Narvaez and C. A. Boyd. 2007. Paleogene equatorial penguins challenge the proposed relationship between biogeography, diversity and Cenozoic climate change. Proceedings of the Academy of Natural Sciences 104(28):11545-11550",1.50,SH (standing height),Clarke et al. 2007,Peru,Macropredator,Pelagic,Coastal,carnivore,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-413",,,,TB,
Bird,Sphenisciformes,Aves ,Sphenisciformes,Inkayacu paracasensis,species,Cenozoic,Paleogene,Eocene,Priabonian,Paleogene,Eocene,Priabonian,"J. A. Clarke, D. T. Ksepka, R. Salas-Gismondi, A. J. Altamirano, M. D. Shawkey, L. D’Alba, J. Vinther, T. J. DeVries, and P. Baby. 2010. Fossil evidence for evolution of the shape and color of penguin feathers. Science 330",1.50,SL (swimming length),Clarke et al. 2010,Peru,Macropredator,Pelagic,Coastal,carnivore,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-414",,,,TB,
Bird,Sphenisciformes,Aves ,Sphenisciformes,Kairuku grebneffi,species,Cenozoic,Paleogene,Oligocene,Chattian,Paleogene,Oligocene,Chattian,"D. T. Ksepka, R. E. Fordyce, T. Ando and C. M. Jones. 2012. New fossil penguins (AVes, Sphenisciformes) from the Oligocene of New Zealand reveal the skeletal plan of stem penguins. Journal of Vertebrate Paleontology 32(2):235-254",1.28,SH (standing height),Ksepka et al. 2012,New Zealand,Macropredator,Pelagic,Coastal,carnivore,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-415",,,,TB,
Bird,Sphenisciformes,Aves ,Sphenisciformes,Kairuku Waewaeroa,species,Cenozoic,Paleogene,Oligocene,Rupelian,Paleogene,Oligocene,Rupelian,"S. Giovanardi, D. T. Ksepka, and D. B. Thomas. 2021. A giant Oligocene fossil penguin from the North Island of New Zealand. Journal of Vertebrate Paleontology e1953047",1.60,BL,Giovanardi et al. 2021,New Zealand,Macropredator,Pelagic,Coastal,carnivore,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-424",,,measurement: bill tip to toe tip,TB,
Reptile,Squamata,Reptilia,Squamata,Komensaurus carrolli,species,Mesozoic,Cretaceous,Upper Cretaceous,Cenomanian,Cretaceous,Upper Cretaceous,Cenomanian,M. W. Caldwell and A. Palci. 2007. A new basal mosasauroid from the Cenomanian (U. Cretaceous) of Slovenia with a review of mosasauroid phylogeny and evolution. Journal of Vertebrate Paleontology 27(4):863-880,1.50,TL,Polcyn et al. 2014,Slovenia,,,,,,,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull and portions of the vertebral column were compared with other specimens of similar sizebelonging to the same subfamily or clade and measurements were approximated.",NS,
Reptile,Squamata,Reptilia,Squamata,Kourisodon puntledgensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Santonian,Cretaceous,Upper Cretaceous,Santonian,Polcyn et al. 2014,4.00,TL,Polcyn et al. 2014,British Columbia Canada,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Plesiosauria,Reptilia,Plesiosauria,Kronosaurus,genus,Mesozoic,Cretaceous,Upper Cretaceous,Aptian,Cretaceous,Lower Cretaceous,Albian,Holland 2018,10.50,TL,McHenry 2009,"Queensland Australia, Boyacá Colombia",Macropredator,,,carnivore,W. Kiessling. 2004. Ecology opinions.,,,"Overall body proportions and size are estimated in the context of other known material from specimens of large pliosaurs, approximately 11’000 kg body mass; depth habitat surface",TB,
