Group,Clade,Class,Order,Taxa,Taxonomic_rank,Era,Early_Period,Early_Epoch,Early_Stage,Late_Period,Late_Epoch,Late_Stage,Age_ref,Max_size_m,Size_type,Size_ref,Distribution,Guild,Vertical,Habitat,Ecology_notes,Ecology_ref,Extinction,Extinction_ref,Notes,Enterer,Age_check
Reptile,Squamata,Reptilia,Squamata,Prognathodon giganteus,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,"W. J. Kennedy. 1993. Campanian and Maastrichtian ammonites from the Mons Basin and adajcent areas (Belgium). Bulletin de L'Institute Royal des Sciences Naturelles de Belgique 63:99-131; N. Bardet, X. Pereda Suberbiola, M. Iarochène, M. Amalik, and B. Bouya. 2005. Durophagous Mosasauridae (Squamata) from the Upper Cretaceous phosphates of Morocco, with description of a new species of Globidens. Netherlands Journal of Geosciences — Geologie en Mijnbouw 84(3):167-175",7.00,TL,Polcyn et al. 2014,Belgium; Syria; Jordan; Morocco,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon kianda,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,M. T. Antunes. 1964. O Neocretácico e o Cenozoico do litoral de Angola. Junta de Investigações do Ultramar 1-254,9.00,TL,Polcyn et al. 2014,Namibe Angola,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon mosasauroides,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,"A. Gaudry. 1892. Les pythonomorphes de France. Mémoires de la Société Géologique de France, Paléontologie 10:1-13",7.50,TL,Polcyn et al. 2014,France,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon overtoni,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,"T. Konishi, D. Brinkman, J. A. Massare and M. W. Caldwell. 2011. New exceptional specimens of Prognathodon overtoni (Squamata, Mosasauridae) from the upper Campanian of Alberta, Canada, and the systematics and ecology of the genus. Journal of Vertebrate Paleontology 31(5):1026-1046",6.00,TL,Polcyn et al. 2014,South Dakota USA; Colorado USA; Alberta Canada,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon saturator,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,"O. Mateus, M. J. Polcyn, L. L. Jacobs, R. Arujo, A. S. Schulp, J. Marinheiro, B. Pereira and D. P. Vineyard. 2012. Cretaceous amniotes from Angola: dinosaurs, pterosaurs, mosasaurs, plesiosaurs, turtles. Actas de V Jornadas Internacionales sobre Paleontologia de Dinosaurios y su Entorno, Salas de los Infantes, Burgos 71-105",11.00,TL,Polcyn et al. 2014,Namibe Angola; Limburg Netherlands,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon sectorius,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,"N. Bardet, X. Pereda Suberbiola, J.-C. Corral, J. I. Baceta, J. A. Torres, B. Botantz, and G. Martin. 2012. A skull fragment of the mosasaurid Prognathodon cf. sectorius from the Late Cretaceous of Navarre (Basque-Cantabrian Region). Bulletin de la Société Géologique de France 183(2):117-121; D. Bastiaans, J. J. F. Kroll, D. Cornelissen, J. W. M. Jagt, and A. S. Schulp. 2020. Cranial palaeopathologies in a Late Cretaceous mosasaur from the Netherlands. Cretaceous Research 112",8.00,TL,Polcyn et al. 2014,Navarre Spain; Burgos Spain; New Jersey USA; Limburg Netherlands,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon solvayi,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,"W. J. Kennedy. 1993. Campanian and Maastrichtian ammonites from the Mons Basin and adajcent areas (Belgium). Bulletin de L'Institute Royal des Sciences Naturelles de Belgique 63:99-131; H. Cappetta and J. C. Corral. 1999. Upper Maastrichtian selachians from the Condado de Treviño (Basque-Cantabrian Region, Iberian Peninsula). Estudios del Museo de Ciencias Naturales de Álava 14(núm.esp. 1):339-372",5.00,TL,Polcyn et al. 2014,Belgium; Burgos Spain,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Prognathodon waiparaensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,"J. Lindgren. 2009. Cranial osteology of the giant mosasaur Plesiotylosaurus (Squamata, Mosasauridae). Journal of Paleontology 83(3):448-456",8.00,TL,Polcyn et al. 2014,California USA; South Island New Zealand,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Testudines,Reptilia,Testudines,Psephophorus eocaenus ,species,Cenozoic,Paleogene,Eocene,Priabonian,Paleogene,Eocene,Priabonian,Kohler 2010,1.30,TL,Kohler 2010,Denmark; Egypt,Macropredator,Pelagic,Coastal,durophage; piscivore,"A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Uetz. 2005. Order Testudines - turtles. The European Molecular Biology Laboratory Reptile Database; R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698",,,The length of 23 cm for a reconstructed humerus (Dacque 1912) points towards turtles with a body length of 1.3 m,NS,
Reptile,Testudines,Reptilia,Testudines,Psephophorus polygonus,species,Cenozoic,Paleogene,Miocene,,Paleogene,Miocene,,Delfino 2013,2.00,CPL,Delfino 2013,Apulia Italy; Benevento Italy; Virginia USA; Slovakia; Netherlands,Macropredator,Pelagic,Coastal,durophage; piscivore,"A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Uetz. 2005. Order Testudines - turtles. The European Molecular Biology Laboratory Reptile Database; R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698",,,,NS,
Reptile,Testudines,Reptilia,Testudines,Psephophorus terrypratchetti ,species,Cenozoic,Paleogene,Eocene,Bartonian,Paleogene,Eocene,Bartonian,Kohler 2010,2.50,TL,Kohler 2010,Waihao river New Zealand,Macropredator,Pelagic,Coastal,durophage; piscivore,"A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Uetz. 2005. Order Testudines - turtles. The European Molecular Biology Laboratory Reptile Database; R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698",,,"Estimated with found large platelet-field, two anterior ribs, four anterior thoracic vertebrae, the proximal half of a first rib and fragments of ribs, vertebrae and many isolated platelets",NS,
Reptile,Squamata,Reptilia,Squamata,Rikisaurus tehoensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,Polcyn et al. 2014,5.00,TL,Polcyn et al. 2014,,,,,,,,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Russellosaurus coheni,species,Mesozoic,Cretaceous,Upper Cretaceous,Turonian,Cretaceous,Upper Cretaceous,Turonian,"M. J. Polcyn and G. L. Bell. 2005. Russellosaurus coheni n. gen., n. sp., a 92 million-year-old mosasaur from Texas (USA), and the definition of the parafamily Russellosaurina. Netherlands Journal of Geosciences — Geologie en Mijnbouw 84(3):321-333",3.00,TL,Polcyn et al. 2014,Texas USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",TB,
Reptile,Squamata,Reptilia,Squamata,Selmasaurus johnsoni,species,Mesozoic,Cretaceous,Upper Cretaceous,Santonian,Cretaceous,Upper Cretaceous,Campanian,"E. L. Nicholls. 1988. New material of Toxochelys latiremis Cope, and a revision of the genus Toxochelys (Testudines, Chelonioidea). Journal of Vertebrate Paleontology 8(2):181-187",3.00,TL,Polcyn et al. 2014,Kansas USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Ichthyosauria,Reptilia,Ichthyosauria,Shonisaurus popularis,species,Mesozoic,Cretaceous,Upper Cretaceous,,Cretaceous,Upper Cretaceous,Norian,"M. Dalla Vecchia and M. Avanzini. 2002. New findings of isolated remains of Triassic reptiles from Northeastern Italy. Bollettino della Societa Paleontologica Italiana 42(2-3):215-235, J. A. Hogler and R. A. Hanger. 1989. A new condrophorine (Hydrozoa, Velellidae) from the Upper Triassic of Nevada. Journal of Paleontology 63(2):249-251",21.00,TL,Nicholls et al. 2004,"Belluno Italy, Nevada USA",Macropredator,,,carnivore,W. Kiessling. 2004. Ecology opinions.,,,,TB,
Reptile,Ichthyosauria,Reptilia,Ichthyosauria,Shonisaurus sikanniensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Norian,Cretaceous,Upper Cretaceous,Norian,E. L. Nicholls and M. Manabe. 2004. Giant ichthyosaurs of the Triassic - a new species of Shonisaurus from the Pardonet Formation (Norian: Late Triassic) of British Columbia. Journal of Vertebrate Paleontology 24(4):838-849,21.00,TL,Nicholls et al. 2004,British Columbia Canada,Macropredator,,,carnivore,W. Kiessling. 2004. Ecology opinions.,,,,TB,
Reptile,Plesiosauria,Reptilia,Plesiosauria,Styxosaurus snowii,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,Everhart 2005,10.00,TL,Everhart 2005,South Dakota,Macropredator,,,carnivore,W. Kiessling. 2004. Ecology opinions.,,,Estimated from nearly complete skeleton,NS,
Reptile,Squamata,Reptilia,Squamata,Taniwhasaurus antarcticus,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Campanian,Polcyn et al. 2014,5.00,TL,Polcyn et al. 2014,Antarctica,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,
Reptile,Squamata,Reptilia,Squamata,Taniwhasaurus oweni,species,Mesozoic,Cretaceous,Upper Cretaceous,Campanian,Cretaceous,Upper Cretaceous,Maastrichtian,"M. W. Caldwell, R. Holmes, G. L. Bell, Jr. and J. Wiffen. 2005. An unusual tylosaurine mosasaur from New Zealand: a new skull of Taniwhasaurus oweni (Lower Haumurian; Upper Cretaceous). Journal of Vertebrate Paleontology 25(2):393-401",5.5,TL,Polcyn et al. 2014,New Zealand,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Protorosauria,Reptilia,Protorosauria,Tanystropheus longobardicus,species,Mesozoic,Triassic,Middle Triassic,Anisian,Triassic,Middle Triassic,Anisian,F. Bassani. 1886. Sui fossili e sull'età degli schisti bituminosi triasici di Besano in Lombardia. Atti della Società Italiana di Scienze Naturali 29:15-72,6.00,TL,"Rieppel, 2019, Mesozoic Sea Dragons, Indiana University Press, Protorosaurs, p.182-189","Besano Italy, Monte San Giorgio Switzerland",Macropredator,,,piscivore,"S. Renesto. 2005. A new specimen of Tanystropheus (Reptilia Protorosauria) from the Middle Triassic of Switzerland and the ecology of the genus. Rivista Italiana di Paleontologia e Stratigrafia 111(3):377-394; R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.",,,,NS,
Reptile,Ichthyosauria,Reptilia,Ichthyosauria,Thalattoarchon saurophagis,species,Mesozoic,Triassic,Middle Triassic,Anisian,Triassic,Middle Triassic,Anisian,"Rieppel, 2019, Mesozoic Sea Dragons, Indiana University Press, Ichthyosaurs, p.91; N. B. Fröbisch, J. Fröbisch, P. M. Sander, L. Schmitz, and O. Rieppel. 2013. Macropredatory ichthyosaur from the Middle Triassic and the origin of modern trophic networks. Proceedings of the National Academy of Sciences 110(4):1393-1397",8.60,TL,"Rieppel, 2019, Mesozoic Sea Dragons, Indiana University Press, Ichthyosaurs, p.91",Nevada USA,Macropredator,,,carnivore,W. Kiessling. 2004. Ecology opinions.,,,"Age given as: Pelsonian in N. B. Fröbisch, J. Fröbisch, P. M. Sander, L. Schmitz, and O. Rieppel. 2013. Macropredatory ichthyosaur from the Middle Triassic and the origin of modern trophic networks. Proceedings of the National Academy of Sciences 110(4):1393-1397",NS,
Reptile,Squamata,Reptilia,Squamata,Tylosaurus bernardi,species,Mesozoic,Cretaceous,Upper Cretaceous,Maastrichtian,Cretaceous,Upper Cretaceous,Maastrichtian,Jimenez-Huidobro et.al 2016,12.20,TL,Jimenez-Huidobro et al. 2016,Belgium,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Squamata,Reptilia,Squamata,Tylosaurus kansasensis,species,Mesozoic,Cretaceous,Upper Cretaceous,Turonian,Cretaceous,Upper Cretaceous,Coniacian,Flores 2012; Everhart Jan. 2005,7.00,TL,Everhart Jan. 2005,Mexico USA; Kansas USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,"From Niobrara Chalk of the  Western Interior Sea; Tips of three Cretoxyrhina teeth embedded in the skull and lower jaws of a large Tylosaurus are evidence of several bites by a large shark, mosasaurs use their teeth for seizing, not dismembering, large marine vertebrates, mosasaurs unlikely to seek prey larger than they could swallow intact (Everhart 2005)
Nearly complete skull, 42 articulated cervical,
dorsal, pygal and caudal vertebrae, ribs and front limbs collected.
",NS,
Reptile,Squamata,Reptilia,Squamata,Tylosaurus nepaeolicus,species,Mesozoic,Cretaceous,Upper Cretaceous,Coniacian,Cretaceous,Upper Cretaceous,Santonian,Jimenez-Huidobro et.al 2016,9.00,TL,Everhart 2002,Western Kansas USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,Measurement of Skull and series of vertebrae lead to estimation,NS,
Reptile,Squamata,Reptilia,Squamata,Tylosaurus proriger,species,Mesozoic,Cretaceous,Upper Cretaceous,Santonian,Cretaceous,Upper Cretaceous,Campanian,Everhart 2002,13.00,TL,Everhart 2002,Western Kansas USA,Macropredator,,,carnivore,"R. L. Carroll. 1988. Vertebrate Paleontology and Evolution 1-698; A. Hendy, M. Aberhan, J. Alroy, M. Clapham, W. Kiessling, A. Lin, and M. LaFlamme. 2009. Unpublished ecological data in support of GSA 2009 abstract: A 600 million year record of ecological diversification.; P. Gervais. 1852. Zoologie et Paléontologie Françaises (Animaux Vertébrés) ou Nouvelles Recherches sur les Animaux Vivants et Fossiles de la France [French Zoology and Paleontology (Vertebrate Animals) or New Research on the Living and Fossil Animals of France] 1–3:1-274+",,,,NS,
Reptile,Squamata,Reptilia,Squamata,Vallecillosaurus donrobertoi,species,Mesozoic,Cretaceous,Upper Cretaceous,Turonian,Cretaceous,Upper Cretaceous,Turonian,"K. T. Smith and M.-C. Buchy. 2008. A new aigialosaur (Squamata: Anguimorpha) with soft tissue remains from the Upper Cretaceous of Nuevo León, Mexico. Journal of Vertebrate Paleontology 28(1):85-94",1.50,TL,Polcyn et al. 2014,Nuevo Leòn Mexico,,,,,,,,portions of the vertebral column were compared with other specimens of similar sizebelonging to the same subfamily or clade and measurements were approximated.,NS,
Bird,Sphenisciformes,Aves ,Sphenisciformes,Waimanu manneringi,species,Cenozoic,Paleogene,Paleocene,Selandian-Thanetian,Paleogene,Paleocene,Selandian-Thanetian,"K. E. Slack, C. M. Jones, T. Ando, G. L. Harrison, R. E. Fordyce, U. Arnason, and D. Penny. 2006. Early penguin fossils, plus mitochondrial genomes, calibrate avian evolution. Molecular Biology and Evolution 23(6):1144-1155",1.30,TL,"K. E. Slack, C. M. Jones, T. Ando, G. L. Harrison, R. E. Fordyce, U. Arnason, and D. Penny. 2006. Early penguin fossils, plus mitochondrial genomes, calibrate avian evolution. Molecular Biology and Evolution 23(6):1144-1155",New Zealand,Macropredator,Pelagic,Coastal,carnivore,"A. M. Bush and R. K. Bambach. 2015. Sustained Mesozoic-Cenozoic diversification of marine Metazoa: a consistent signal from the fossil record. GSA Data Repository 2015330; M. J. Benton. 1983. Dinosaur success in the Triassic: a noncompetitive ecological model. Quarterly Review of Biology 58(1):29-55; O. C. Marsh. 1875. On the Odontornithes, or birds with teeth. American Journal of Science 10:403-412",,,The size of an emperor penguin',NS,
Reptile,Squamata,Reptilia,Squamata,Yaguarasaurus colombianus,species,Mesozoic,Cretaceous,Upper Cretaceous,Turonian,Cretaceous,Upper Cretaceous,Turonian,"Páramo, M.E., 2000. Yaguarasaurus columbianus (Reptila, Mosasauridae), a primitivemosasaur from the Turonian (Upper Cretaceous) of Columbia. Historical Biology14, 121–131",4.00,TL,Polcyn et al. 2014,Colombia,Macropredator,Pelagic,Coastal,,PBDB,,,"based on jaw length, or indirect estimates of jaw length using other preserved portions of the skull",NS,